"unigram","bigram","freq"
"free","speech",3
"free","throw",3
"free","time",3
"free","trip",3
"free","you",3
"freedom","of",3
"french","press",3
"fresh","new",3
"freshman","year",3
"friday","is",3
"friday","on",3
"friday","that",3
"friday","this",3
"friday","we",3
"friend","at",3
"friend","for",3
"friend","the",3
"friend","this",3
"friends","a",3
"friends","one",3
"friends","since",3
"friends","the",3
"friends","then",3
"friends","there",3
"friends","were",3
"friends","you",3
"friendship","and",3
"friendship","with",3
"fries","and",3
"from","above",3
"from","at",3
"from","becoming",3
"from","behind",3
"from","blogging",3
"from","buying",3
"from","california",3
"from","detroit",3
"from","going",3
"from","many",3
"from","new",3
"from","or",3
"from","over",3
"from","philly",3
"from","san",3
"from","studio",3
"from","today",3
"from","vacation",3
"from","when",3
"from","who",3
"from","years",3
"front","in",3
"front","porch",3
"fruit","or",3
"frustrated","with",3
"fucking","do",3
"full","blast",3
"full","bloom",3
"full","disclosure",3
"full","effect",3
"full","length",3
"full","time",3
"fully","understand",3
"fun","is",3
"fun","it",3
"fun","night",3
"fun","so",3
"fun","thanks",3
"fun","this",3
"funds","and",3
"funds","for",3
"funds","to",3
"funny","because",3
"funny","is",3
"funny","story",3
"funny","when",3
"further","to",3
"g","and",3
"gained","the",3
"gallery","of",3
"game","it",3
"game","last",3
"game","lets",3
"game","so",3
"game","this",3
"game","to",3
"game","up",3
"game","when",3
"game","you",3
"games","but",3
"games","i",3
"games","in",3
"games","that",3
"games","with",3
"gaming","in",3
"garden","but",3
"garden","to",3
"garden","with",3
"garlic","powder",3
"gary","harris",3
"gave","birth",3
"gear","and",3
"gearing","up",3
"geek","squad",3
"general","and",3
"general","manager",3
"general","population",3
"genre","are",3
"george","bernard",3
"george","washington",3
"germany","and",3
"get","behind",3
"get","closer",3
"get","followed",3
"get","free",3
"get","going",3
"get","hurt",3
"get","laid",3
"get","mad",3
"get","new",3
"get","too",3
"get","we",3
"get","when",3
"gets","lost",3
"gets","out",3
"getting","close",3
"getting","for",3
"getting","off",3
"getting","one",3
"getting","really",3
"getting","them",3
"getting","through",3
"ghost","of",3
"gift","and",3
"gift","for",3
"gift","is",3
"gift","to",3
"gig","venue",3
"gimme","a",3
"ginger","ale",3
"ginger","and",3
"girl","a",3
"girl","has",3
"girl","im",3
"girl","scout",3
"girl","was",3
"girl","would",3
"girls","he",3
"girls","on",3
"give","in",3
"give","my",3
"give","myself",3
"give","this",3
"given","its",3
"gives","them",3
"giving","us",3
"glad","they",3
"glad","u",3
"glanced","at",3
"glass","or",3
"glasses","i",3
"glasses","of",3
"global","climate",3
"glorious","day",3
"glory","to",3
"gluten","free",3
"go","again",3
"go","along",3
"go","any",3
"go","at",3
"go","because",3
"go","before",3
"go","beyond",3
"go","blue",3
"go","bulls",3
"go","camping",3
"go","giants",3
"go","hard",3
"go","heat",3
"go","lakers",3
"go","now",3
"go","pack",3
"go","right",3
"go","very",3
"goals","for",3
"goals","in",3
"god","all",3
"god","are",3
"god","as",3
"god","did",3
"god","does",3
"god","doesnt",3
"god","made",3
"god","or",3
"god","says",3
"god","the",3
"god","this",3
"god","when",3
"gods","love",3
"gods","will",3
"goes","down",3
"goes","hard",3
"goes","into",3
"goes","through",3
"going","after",3
"going","anywhere",3
"going","around",3
"going","from",3
"going","i",3
"going","my",3
"going","that",3
"going","there",3
"golden","globes",3
"golf","ball",3
"gon","be",3
"gone","be",3
"gone","but",3
"gone","crazy",3
"gone","through",3
"gonna","follow",3
"gonna","live",3
"gonna","need",3
"gonna","say",3
"gonna","tell",3
"good","advice",3
"good","attitude",3
"good","beer",3
"good","bro",3
"good","bye",3
"good","choice",3
"good","fit",3
"good","he",3
"good","just",3
"good","kind",3
"good","mood",3
"good","not",3
"good","ol",3
"good","old",3
"good","ones",3
"good","shit",3
"good","show",3
"good","song",3
"good","team",3
"good","then",3
"good","tonight",3
"good","value",3
"good","we",3
"goodnight","world",3
"got","and",3
"got","here",3
"got","is",3
"got","like",3
"got","lost",3
"got","rid",3
"got","something",3
"got","time",3
"got","word",3
"got","worse",3
"gotten","my",3
"gotten","over",3
"government","of",3
"government","officials",3
"government","to",3
"grab","one",3
"grab","the",3
"grabbed","a",3
"grad","student",3
"graduate","and",3
"graduated","from",3
"graduating","from",3
"graduation","party",3
"granted","the",3
"graphic","designer",3
"grass","and",3
"grass","is",3
"grateful","that",3
"great","afternoon",3
"great","article",3
"great","christmas",3
"great","country",3
"great","free",3
"great","friends",3
"great","fun",3
"great","group",3
"great","guy",3
"great","ideas",3
"great","info",3
"great","information",3
"great","men",3
"great","music",3
"great","my",3
"great","opportunity",3
"great","pic",3
"great","the",3
"great","this",3
"great","times",3
"great","today",3
"great","trip",3
"great","weather",3
"great","win",3
"great","word",3
"greatest","thing",3
"greatly","appreciate",3
"greek","yogurt",3
"green","beans",3
"green","grass",3
"green","is",3
"green","or",3
"grilled","chicken",3
"ground","up",3
"groups","of",3
"groups","to",3
"grow","a",3
"grow","and",3
"grow","in",3
"grow","it",3
"growing","number",3
"growth","and",3
"guess","if",3
"guess","not",3
"guilty","about",3
"guilty","pleasure",3
"guy","from",3
"guy","on",3
"guy","thats",3
"guy","the",3
"guy","with",3
"guys","a",3
"guys","can",3
"guys","for",3
"guys","get",3
"guys","to",3
"guys","we",3
"guys","who",3
"gym","and",3
"gym","today",3
"ha","just",3
"had","about",3
"had","and",3
"had","asked",3
"had","better",3
"had","bought",3
"had","but",3
"had","children",3
"had","discovered",3
"had","family",3
"had","found",3
"had","from",3
"had","good",3
"had","happened",3
"had","high",3
"had","him",3
"had","known",3
"had","many",3
"had","once",3
"had","passed",3
"had","peace",3
"had","read",3
"had","returned",3
"had","seen",3
"had","spent",3
"had","started",3
"had","time",3
"had","you",3
"hadnt","been",3
"haha","good",3
"haha","it",3
"haha","just",3
"haha","oh",3
"haha","that",3
"hahahaha","i",3
"hair","a",3
"hair","at",3
"hair","cut",3
"hair","was",3
"half","hour",3
"half","price",3
"half","time",3
"hall","i",3
"hand","if",3
"hand","is",3
"hand","me",3
"hand","of",3
"hand","with",3
"handed","me",3
"handle","it",3
"handle","of",3
"hands","for",3
"hands","i",3
"hang","up",3
"hang","with",3
"happen","if",3
"happened","at",3
"happened","when",3
"happened","with",3
"happening","on",3
"happens","at",3
"happens","for",3
"happens","on",3
"happiness","and",3
"happiness","in",3
"happiness","on",3
"happy","anniversary",3
"happy","crafting",3
"happy","first",3
"happy","sunday",3
"happy","weekend",3
"happy","when",3
"hard","decision",3
"hard","drives",3
"hard","earned",3
"hard","i",3
"hard","on",3
"hard","rock",3
"hard","when",3
"hard","working",3
"harder","than",3
"hardest","part",3
"harm","to",3
"has","agreed",3
"has","appeared",3
"has","bought",3
"has","brought",3
"has","definitely",3
"has","fallen",3
"has","gotten",3
"has","helped",3
"has","his",3
"has","improved",3
"has","increased",3
"has","known",3
"has","missed",3
"has","potential",3
"has","proven",3
"has","raised",3
"has","reached",3
"has","really",3
"has","risen",3
"has","run",3
"has","so",3
"has","something",3
"has","still",3
"has","that",3
"has","their",3
"has","time",3
"has","told",3
"has","used",3
"has","worked",3
"hash","tag",3
"hasnt","changed",3
"hasnt","had",3
"hassle","of",3
"hate","and",3
"hate","for",3
"hate","on",3
"hate","school",3
"hate","those",3
"have","asked",3
"have","bad",3
"have","both",3
"have","breakfast",3
"have","brought",3
"have","caught",3
"have","children",3
"have","chosen",3
"have","complete",3
"have","ended",3
"have","failed",3
"have","faith",3
"have","followers",3
"have","good",3
"have","helped",3
"have","his",3
"have","hundreds",3
"have","included",3
"have","information",3
"have","its",3
"have","left",3
"have","like",3
"have","lived",3
"have","looked",3
"have","money",3
"have","noticed",3
"have","of",3
"have","pictures",3
"have","plans",3
"have","received",3
"have","run",3
"have","sex",3
"have","signed",3
"have","since",3
"have","spoken",3
"have","taught",3
"have","thought",3
"have","totally",3
"havent","done",3
"havent","posted",3
"havent","the",3
"havent","touched",3
"havent","used",3
"having","another",3
"having","breakfast",3
"having","issues",3
"having","it",3
"having","more",3
"having","problems",3
"having","said",3
"having","some",3
"having","that",3
"having","this",3
"having","us",3
"having","you",3
"he","agreed",3
"he","arrived",3
"he","asks",3
"he","became",3
"he","believes",3
"he","cannot",3
"he","cares",3
"he","decides",3
"he","do",3
"he","ever",3
"he","fell",3
"he","gives",3
"he","goes",3
"he","hit",3
"he","hits",3
"he","holds",3
"he","intended",3
"he","kept",3
"he","led",3
"he","lost",3
"he","missed",3
"he","need",3
"he","now",3
"he","only",3
"he","performed",3
"he","planned",3
"he","replied",3
"he","shot",3
"he","speaks",3
"he","spotted",3
"he","stole",3
"he","talks",3
"he","thinks",3
"he","tries",3
"he","won",3
"he","writes",3
"head","at",3
"head","back",3
"head","hurts",3
"head","out",3
"head","the",3
"head","though",3
"head","up",3
"headed","out",3
"heading","back",3
"heading","down",3
"heads","down",3
"heads","to",3
"heads","up",3
"health","benefits",3
"health","officials",3
"healthy","immune",3
"hear","and",3
"hear","i",3
"hear","them",3
"heard","but",3
"heard","his",3
"heard","me",3
"heard","my",3
"hearing","a",3
"hearing","on",3
"hearing","that",3
"hearing","the",3
"heart","break",3
"heart","for",3
"heart","that",3
"heart","with",3
"hearts","are",3
"heat","a",3
"heat","but",3
"heating","up",3
"heavy","rain",3
"heck","i",3
"hed","be",3
"hedge","funds",3
"held","the",3
"hell","am",3
"hell","are",3
"hell","did",3
"hell","do",3
"hell","out",3
"hell","with",3
"hell","yea",3
"hello","how",3
"help","for",3
"help","from",3
"help","get",3
"help","him",3
"help","our",3
"help","relieve",3
"help","u",3
"help","your",3
"helping","a",3
"helping","out",3
"helping","you",3
"helps","make",3
"helps","to",3
"her","actions",3
"her","arms",3
"her","at",3
"her","beauty",3
"her","bed",3
"her","book",3
"her","brothers",3
"her","children",3
"her","dad",3
"her","do",3
"her","down",3
"her","eye",3
"her","finger",3
"her","future",3
"her","great",3
"her","he",3
"her","house",3
"her","husbands",3
"her","job",3
"her","lap",3
"her","little",3
"her","lover",3
"her","mouth",3
"her","nose",3
"her","oh",3
"her","one",3
"her","passion",3
"her","phone",3
"her","photos",3
"her","right",3
"her","room",3
"her","shoes",3
"her","son",3
"her","song",3
"her","sons",3
"her","story",3
"her","th",3
"her","thoughts",3
"her","toes",3
"her","voice",3
"her","wear",3
"her","words",3
"her","world",3
"here","days",3
"here","here",3
"here","im",3
"here","ive",3
"here","lately",3
"here","one",3
"here","right",3
"here","that",3
"here","way",3
"here","you",3
"heres","an",3
"heres","hoping",3
"herman","cain",3
"hero","and",3
"heroes","of",3
"hes","always",3
"hes","getting",3
"hes","had",3
"hes","just",3
"hes","looking",3
"hes","more",3
"hes","on",3
"hes","too",3
"hey","all",3
"hey","check",3
"hey","follow",3
"hey","girl",3
"hey","its",3
"hey","man",3
"hey","my",3
"hey","we",3
"hey","what",3
"hi","and",3
"hidden","in",3
"hiding","in",3
"high","above",3
"high","end",3
"high","heels",3
"high","in",3
"high","speed",3
"higher","level",3
"highest","level",3
"highlights","of",3
"hill","in",3
"hills","and",3
"him","after",3
"him","before",3
"him","by",3
"him","get",3
"him","go",3
"him","hes",3
"him","how",3
"him","is",3
"him","its",3
"him","ive",3
"him","of",3
"him","saying",3
"him","since",3
"him","today",3
"him","what",3
"him","who",3
"himself","from",3
"himself","is",3
"his","base",3
"his","birth",3
"his","black",3
"his","cell",3
"his","characters",3
"his","chest",3
"his","comments",3
"his","disciples",3
"his","double",3
"his","entire",3
"his","estate",3
"his","feelings",3
"his","generation",3
"his","house",3
"his","latest",3
"his","many",3
"his","most",3
"his","party",3
"his","passion",3
"his","pills",3
"his","plans",3
"his","power",3
"his","return",3
"his","right",3
"his","role",3
"his","sheer",3
"his","sister",3
"his","size",3
"his","st",3
"his","stories",3
"his","story",3
"his","stuff",3
"his","tweets",3
"his","two",3
"his","word",3
"his","words",3
"history","as",3
"history","at",3
"history","has",3
"history","is",3
"history","month",3
"history","museum",3
"history","the",3
"hit","him",3
"hit","it",3
"hit","that",3
"hit","us",3
"hits","a",3
"hits","and",3
"hittin","the",3
"hitting","a",3
"hitting","up",3
"hm","what",3
"hobby","lobby",3
"hockey","is",3
"hold","in",3
"hold","me",3
"hold","my",3
"hold","your",3
"holding","my",3
"holding","onto",3
"holidays","and",3
"hollywood","and",3
"holy","and",3
"holy","moly",3
"home","buyers",3
"home","depot",3
"home","early",3
"home","just",3
"home","my",3
"home","she",3
"home","so",3
"home","sweet",3
"home","tonight",3
"home","was",3
"home","what",3
"home","where",3
"home","which",3
"home","while",3
"home","you",3
"homes","in",3
"homeschooling","family",3
"homosexuality","is",3
"honest","with",3
"honestly","think",3
"hong","kong",3
"honoured","to",3
"hooray","and",3
"hop","on",3
"hope","not",3
"hope","she",3
"hoped","it",3
"hoped","to",3
"hopefully","ill",3
"hopefully","it",3
"hopefully","you",3
"hopeless","romantic",3
"hopes","for",3
"hopes","up",3
"hoping","i",3
"hoping","you",3
"horse","and",3
"hospital","but",3
"host","a",3
"hosting","a",3
"hot","guy",3
"hotel","and",3
"hour","a",3
"hour","away",3
"hour","was",3
"hours","ago",3
"hours","for",3
"hours","i",3
"hours","since",3
"hours","that",3
"house","a",3
"house","as",3
"house","but",3
"house","fire",3
"house","its",3
"house","lol",3
"house","speaker",3
"house","was",3
"how","close",3
"how","cool",3
"how","else",3
"how","every",3
"how","fun",3
"how","god",3
"how","good",3
"how","happy",3
"how","has",3
"how","ive",3
"how","one",3
"how","some",3
"how","strong",3
"how","those",3
"how","tough",3
"how","youre",3
"howd","you",3
"however","after",3
"however","as",3
"however","if",3
"however","in",3
"however","on",3
"however","there",3
"hubby","is",3
"hug","and",3
"huge","difference",3
"huge","win",3
"huh","i",3
"human","but",3
"human","race",3
"humanity","and",3
"humor","and",3
"hundred","and",3
"hundred","years",3
"hung","from",3
"hunger","strikes",3
"hungry","im",3
"hunting","for",3
"hurt","so",3
"hurt","you",3
"husband","had",3
"hydroelectric","dam",3
"i","add",3
"i","applied",3
"i","assure",3
"i","at",3
"i","attempt",3
"i","attempted",3
"i","baked",3
"i","believed",3
"i","bow",3
"i","cared",3
"i","catch",3
"i","changed",3
"i","cleaned",3
"i","cook",3
"i","counted",3
"i","def",3
"i","deserve",3
"i","dig",3
"i","disagree",3
"i","encourage",3
"i","fear",3
"i","finish",3
"i","firmly",3
"i","flew",3
"i","focused",3
"i","glanced",3
"i","grow",3
"i","guarantee",3
"i","headed",3
"i","here",3
"i","laid",3
"i","laugh",3
"i","listed",3
"i","married",3
"i","most",3
"i","mostly",3
"i","my",3
"i","paid",3
"i","painted",3
"i","placed",3
"i","planned",3
"i","popped",3
"i","prayed",3
"i","pull",3
"i","purchased",3
"i","question",3
"i","recall",3
"i","refer",3
"i","refuse",3
"i","removed",3
"i","saved",3
"i","shared",3
"i","shouldve",3
"i","simply",3
"i","sincerely",3
"i","sing",3
"i","spotted",3
"i","stepped",3
"i","strongly",3
"i","suck",3
"i","suddenly",3
"i","suggested",3
"i","supposed",3
"i","survived",3
"i","taught",3
"i","texted",3
"i","threw",3
"i","throw",3
"i","to",3
"i","too",3
"i","touched",3
